,A_W,A_L,A_G,A_SEED,A_RK,A_ADJEM,A_ADJOE,A_ADJOE_R,A_ADJDE,A_ADJDE_R,A_ADJ_T,A_ADJ_T_R,A_Luck,A_Luck_R,A_SOS,A_SOS_R,A_OppO,A_OppO_R,A_OppD,A_OppD_R,A_NCSOS,A_NCSOS_R,B_W,B_L,B_G,B_SEED,B_RK,B_ADJEM,B_ADJOE,B_ADJOE_R,B_ADJDE,B_ADJDE_R,B_ADJ_T,B_ADJ_T_R,B_Luck,B_Luck_R,B_SOS,B_SOS_R,B_OppO,B_OppO_R,B_OppD,B_OppD_R,B_NCSOS,B_NCSOS_R,result,year
1206,21,10,31,2,11,23.58,120.7,4,97.1,82,66.7,251,-0.012,212,17.9,9,111.6,10,93.7,5,3.47,164,18,11,29,15,125,4.83,109.3,66,104.4,219,71.4,46,0.023,125,4.09,135,105.2,120,101.1,149,22.06,4,1,2021
1207,24,7,31,1,4,29.06,118.0,8,88.9,7,70.5,79,0.022,128,18.17,5,112.3,5,94.1,13,10.44,59,12,8,20,16,158,0.67,106.5,104,105.8,248,63.9,340,0.007,158,-2.28,227,101.2,229,103.5,241,-5.75,295,0,2021
1208,26,5,31,8,10,24.32,111.3,41,87.0,2,63.7,342,-0.024,233,6.27,112,105.6,110,99.4,123,4.81,139,17,9,26,9,37,17.5,113.7,22,96.2,68,67.3,223,-0.005,193,12.7,61,108.7,65,96.0,58,-0.96,233,0,2021
1209,18,9,27,5,28,19.95,108.0,85,88.1,5,67.1,232,-0.013,215,13.11,56,108.9,60,95.8,53,-0.34,221,20,13,33,12,43,16.4,112.1,36,95.7,60,65.5,306,0.072,40,16.72,16,111.2,15,94.5,21,-4.52,278,1,2021
1210,21,9,30,4,33,18.95,109.6,60,90.7,17,72.4,24,0.038,90,15.52,27,111.1,18,95.6,47,5.81,121,23,6,29,13,98,8.6,109.8,58,101.2,153,63.1,347,-0.023,231,-4.82,287,99.5,283,104.3,272,1.58,195,0,2021
1211,23,5,28,6,30,19.88,111.0,45,91.1,21,65.5,307,0.027,114,7.22,103,106.4,97,99.2,117,13.66,31,18,10,28,11,42,16.75,113.7,24,96.9,77,68.6,151,0.029,109,12.94,58,109.4,48,96.5,66,2.09,188,1,2021
1212,19,10,29,3,23,20.51,116.8,12,96.3,70,69.2,122,-0.056,294,15.18,31,109.6,45,94.4,20,13.77,29,23,8,31,14,134,3.19,100.6,205,97.4,88,65.2,314,0.146,4,-1.1,204,102.1,209,103.2,228,16.21,16,0,2021
1213,16,8,24,7,45,15.48,106.4,107,90.9,19,64.0,337,0.1,18,14.39,41,109.7,43,95.3,38,11.6,46,16,12,28,10,38,17.48,108.1,82,90.6,16,67.4,214,0.027,113,17.99,7,112.4,3,94.4,19,-5.69,294,1,2021
1214,28,4,32,2,5,28.75,118.3,7,89.6,9,64.4,332,0.018,133,9.21,90,105.7,105,96.5,67,2.11,187,19,8,27,15,169,-0.13,100.6,206,100.7,138,66.1,279,0.199,1,-0.83,202,105.1,122,106.0,335,20.35,9,0,2021
1215,31,1,32,1,1,36.48,126.4,1,89.9,11,73.8,7,0.022,127,11.35,72,108.1,70,96.8,74,6.21,112,16,11,27,8,39,17.06,112.1,35,95.1,51,67.1,228,-0.025,238,14.29,43,109.5,47,95.2,34,1.93,192,0,2021
1216,22,9,31,5,22,20.59,113.4,25,92.8,32,68.7,144,0.017,137,13.19,55,108.8,63,95.6,49,-0.73,230,17,8,25,13,81,10.47,111.4,40,100.9,145,69.2,123,0.031,104,5.23,126,106.1,99,100.9,142,1.2,200,0,2021
1217,25,8,33,6,6,27.58,115.7,14,88.1,6,67.0,235,0.001,171,16.27,21,111.1,19,94.8,28,6.28,111,21,9,30,3,27,19.98,110.1,54,90.2,12,68.2,174,0.07,44,15.83,24,110.7,25,94.8,29,10.43,60,0,2021
1218,21,7,28,7,16,21.85,117.2,10,95.4,55,67.2,226,0.049,72,15.2,30,110.6,26,95.4,43,3.72,160,22,9,31,2,7,26.87,123.5,3,96.7,75,69.9,93,-0.027,244,16.41,20,110.4,31,94.0,9,-4.9,285,0,2021
1219,23,5,28,1,3,29.67,117.6,9,87.9,4,66.6,256,0.007,156,16.44,19,111.7,9,95.3,39,2.51,178,19,10,29,8,24,20.35,120.1,5,99.8,124,70.6,70,-0.007,201,14.77,35,108.7,66,93.9,7,1.13,202,0,2021
1220,23,9,32,5,8,25.1,116.3,13,91.2,23,66.1,276,-0.025,237,15.43,28,110.3,32,94.9,31,3.82,157,18,7,25,4,15,22.12,114.9,16,92.8,33,69.9,90,0.002,167,13.48,50,109.5,46,96.0,60,4.42,145,1,2021
1221,22,10,32,11,13,22.43,116.9,11,94.5,46,63.8,341,0.028,110,17.38,11,111.3,14,93.9,6,9.87,66,24,5,29,14,84,10.11,101.7,184,91.6,26,69.3,115,0.009,150,-5.43,298,99.4,287,104.8,300,4.93,137,0,2021
1222,17,14,31,10,35,17.63,111.8,37,94.1,42,64.7,321,-0.024,234,17.1,13,110.2,34,93.1,2,-1.11,236,26,7,33,2,9,25.09,112.9,30,87.8,3,73.3,11,0.02,131,14.8,33,110.1,35,95.3,41,9.45,71,1,2021
1223,28,2,30,1,2,33.87,125.0,2,91.1,22,67.4,213,0.046,80,13.25,54,108.7,64,95.5,44,-2.83,258,18,13,31,9,14,22.4,113.0,29,90.6,15,64.6,328,-0.052,289,18.13,6,112.1,7,93.9,8,1.24,199,0,2021
1224,18,7,25,5,12,23.02,119.0,6,96.0,66,64.2,336,-0.007,200,13.66,47,109.3,51,95.7,50,8.12,89,18,10,28,13,72,11.76,106.7,101,95.0,48,62.7,350,-0.018,222,6.35,109,105.0,126,98.6,111,6.16,113,0,2021
1225,18,11,29,6,17,21.81,112.7,32,90.9,18,65.1,316,-0.099,340,12.84,59,108.5,67,95.7,51,-4.88,283,25,7,32,3,18,21.56,111.1,43,89.6,10,72.6,19,0.064,51,12.69,63,109.4,49,96.7,73,-4.09,272,1,2021
1226,15,10,25,7,41,16.95,111.0,44,94.1,41,68.3,167,-0.004,188,14.72,36,109.9,36,95.2,35,8.88,76,18,11,29,15,125,4.83,109.3,66,104.4,219,71.4,46,0.023,125,4.09,135,105.2,120,101.1,149,22.06,4,1,2021
1227,24,7,31,1,4,29.06,118.0,8,88.9,7,70.5,79,0.022,128,18.17,5,112.3,5,94.1,13,10.44,59,26,5,31,8,10,24.32,111.3,41,87.0,2,63.7,342,-0.024,233,6.27,112,105.6,110,99.4,123,4.81,139,1,2021
1228,20,13,33,12,43,16.4,112.1,36,95.7,60,65.5,306,0.072,40,16.72,16,111.2,15,94.5,21,-4.52,278,21,9,30,4,33,18.95,109.6,60,90.7,17,72.4,24,0.038,90,15.52,27,111.1,18,95.6,47,5.81,121,0,2021
1229,18,10,28,11,42,16.75,113.7,24,96.9,77,68.6,151,0.029,109,12.94,58,109.4,48,96.5,66,2.09,188,19,10,29,3,23,20.51,116.8,12,96.3,70,69.2,122,-0.056,294,15.18,31,109.6,45,94.4,20,13.77,29,0,2021
1230,16,12,28,10,38,17.48,108.1,82,90.6,16,67.4,214,0.027,113,17.99,7,112.4,3,94.4,19,-5.69,294,28,4,32,2,5,28.75,118.3,7,89.6,9,64.4,332,0.018,133,9.21,90,105.7,105,96.5,67,2.11,187,1,2021
1231,31,1,32,1,1,36.48,126.4,1,89.9,11,73.8,7,0.022,127,11.35,72,108.1,70,96.8,74,6.21,112,22,9,31,5,22,20.59,113.4,25,92.8,32,68.7,144,0.017,137,13.19,55,108.8,63,95.6,49,-0.73,230,0,2021
1232,25,8,33,6,6,27.58,115.7,14,88.1,6,67.0,235,0.001,171,16.27,21,111.1,19,94.8,28,6.28,111,21,7,28,7,16,21.85,117.2,10,95.4,55,67.2,226,0.049,72,15.2,30,110.6,26,95.4,43,3.72,160,0,2021
1233,23,5,28,1,3,29.67,117.6,9,87.9,4,66.6,256,0.007,156,16.44,19,111.7,9,95.3,39,2.51,178,18,7,25,4,15,22.12,114.9,16,92.8,33,69.9,90,0.002,167,13.48,50,109.5,46,96.0,60,4.42,145,0,2021
1234,22,10,32,11,13,22.43,116.9,11,94.5,46,63.8,341,0.028,110,17.38,11,111.3,14,93.9,6,9.87,66,26,7,33,2,9,25.09,112.9,30,87.8,3,73.3,11,0.02,131,14.8,33,110.1,35,95.3,41,9.45,71,0,2021
1235,28,2,30,1,2,33.87,125.0,2,91.1,22,67.4,213,0.046,80,13.25,54,108.7,64,95.5,44,-2.83,258,18,7,25,5,12,23.02,119.0,6,96.0,66,64.2,336,-0.007,200,13.66,47,109.3,51,95.7,50,8.12,89,0,2021
1236,25,7,32,3,18,21.56,111.1,43,89.6,10,72.6,19,0.064,51,12.69,63,109.4,49,96.7,73,-4.09,272,18,11,29,15,125,4.83,109.3,66,104.4,219,71.4,46,0.023,125,4.09,135,105.2,120,101.1,149,22.06,4,0,2021
1237,26,5,31,8,10,24.32,111.3,41,87.0,2,63.7,342,-0.024,233,6.27,112,105.6,110,99.4,123,4.81,139,20,13,33,12,43,16.4,112.1,36,95.7,60,65.5,306,0.072,40,16.72,16,111.2,15,94.5,21,-4.52,278,1,2021
1238,18,10,28,11,42,16.75,113.7,24,96.9,77,68.6,151,0.029,109,12.94,58,109.4,48,96.5,66,2.09,188,28,4,32,2,5,28.75,118.3,7,89.6,9,64.4,332,0.018,133,9.21,90,105.7,105,96.5,67,2.11,187,1,2021
1239,31,1,32,1,1,36.48,126.4,1,89.9,11,73.8,7,0.022,127,11.35,72,108.1,70,96.8,74,6.21,112,25,8,33,6,6,27.58,115.7,14,88.1,6,67.0,235,0.001,171,16.27,21,111.1,19,94.8,28,6.28,111,0,2021
1240,23,5,28,1,3,29.67,117.6,9,87.9,4,66.6,256,0.007,156,16.44,19,111.7,9,95.3,39,2.51,178,22,10,32,11,13,22.43,116.9,11,94.5,46,63.8,341,0.028,110,17.38,11,111.3,14,93.9,6,9.87,66,1,2021
1241,28,2,30,1,2,33.87,125.0,2,91.1,22,67.4,213,0.046,80,13.25,54,108.7,64,95.5,44,-2.83,258,25,7,32,3,18,21.56,111.1,43,89.6,10,72.6,19,0.064,51,12.69,63,109.4,49,96.7,73,-4.09,272,0,2021
1242,20,13,33,12,43,16.4,112.1,36,95.7,60,65.5,306,0.072,40,16.72,16,111.2,15,94.5,21,-4.52,278,28,4,32,2,5,28.75,118.3,7,89.6,9,64.4,332,0.018,133,9.21,90,105.7,105,96.5,67,2.11,187,1,2021
1243,28,2,30,1,2,33.87,125.0,2,91.1,22,67.4,213,0.046,80,13.25,54,108.7,64,95.5,44,-2.83,258,28,4,32,2,5,28.75,118.3,7,89.6,9,64.4,332,0.018,133,9.21,90,105.7,105,96.5,67,2.11,187,0,2021
1244,31,1,32,1,1,36.48,126.4,1,89.9,11,73.8,7,0.022,127,11.35,72,108.1,70,96.8,74,6.21,112,22,10,32,11,13,22.43,116.9,11,94.5,46,63.8,341,0.028,110,17.38,11,111.3,14,93.9,6,9.87,66,0,2021
1245,31,1,32,1,1,36.48,126.4,1,89.9,11,73.8,7,0.022,127,11.35,72,108.1,70,96.8,74,6.21,112,28,2,30,1,2,33.87,125.0,2,91.1,22,67.4,213,0.046,80,13.25,54,108.7,64,95.5,44,-2.83,258,1,2021
1246,19,13,32,16,187,-1.28,97.6,274,98.9,102,68.2,113,0.022,131,-6.25,305,98.7,333,105.0,249,10.0,11,23,12,35,16,245,-6.55,96.6,291,103.2,185,69.4,63,0.028,119,-10.92,358,98.3,341,109.2,358,-9.14,349,0,2022
1247,25,9,34,12,65,11.94,109.1,67,97.2,71,66.1,239,0.056,65,4.1,97,104.7,97,100.6,100,-1.05,186,21,14,35,12,48,14.04,107.0,95,92.9,24,67.2,175,-0.02,223,8.51,38,108.1,17,99.6,64,-6.23,319,1,2022
1248,22,14,36,16,172,-0.28,106.3,110,106.6,253,68.9,85,0.003,165,-6.76,316,100.2,280,107.0,326,-0.23,162,22,10,32,16,189,-1.32,103.8,160,105.1,223,72.6,4,0.112,11,-8.47,346,98.0,345,106.5,307,0.01,156,0,2022
1249,18,14,32,11,77,10.82,106.9,96,96.1,53,64.9,295,0.001,172,7.92,49,108.1,18,100.2,81,-10.43,354,24,11,35,11,38,15.25,112.4,28,97.2,69,65.6,258,0.017,141,7.81,52,107.1,48,99.3,53,2.7,90,1,2022
1250,28,4,32,1,1,30.95,120.7,3,89.7,10,72.5,5,-0.039,271,4.24,93,104.6,101,100.3,89,-2.88,248,18,11,29,16,150,1.6,101.5,202,99.9,119,67.3,169,0.062,54,-0.97,163,101.2,223,102.1,123,2.05,105,0,2022
1251,27,8,35,8,39,15.14,107.5,86,92.4,20,64.4,318,0.029,116,5.47,79,104.8,95,99.3,54,0.55,141,22,11,33,9,24,17.23,111.2,38,94.0,33,69.9,49,-0.028,242,7.43,57,106.4,59,99.0,46,4.46,45,1,2022
1252,23,10,33,5,22,18.55,113.8,22,95.3,43,64.8,300,-0.038,269,7.39,59,105.7,77,98.3,24,-3.58,262,27,7,34,12,80,10.61,107.1,92,96.5,61,66.1,238,0.085,30,1.21,122,102.5,172,101.3,109,3.48,71,1,2022
1253,28,9,37,4,18,19.46,109.9,53,90.4,11,70.7,28,0.038,99,9.08,27,107.5,33,98.4,28,-2.78,245,28,6,34,13,54,13.2,111.1,39,97.9,83,64.9,292,-0.028,241,-7.0,319,99.0,323,106.0,293,1.92,107,0,2022
1254,19,14,33,6,28,16.57,115.2,16,98.6,92,71.9,11,-0.022,229,12.58,2,109.4,2,96.9,10,10.15,10,24,11,35,11,38,15.25,112.4,28,97.2,69,65.6,258,0.017,141,7.81,52,107.1,48,99.3,53,2.7,90,1,2022
1255,27,10,37,3,7,25.64,110.7,42,85.0,1,66.5,218,-0.031,247,10.98,12,107.8,26,96.8,9,-8.24,347,27,8,35,14,138,2.94,104.3,150,101.4,143,67.5,153,0.085,29,-6.02,294,101.6,208,107.6,345,-1.34,199,0,2022
1256,23,13,36,7,42,14.76,111.9,31,97.1,67,67.5,147,0.052,69,10.93,14,109.4,4,98.5,32,3.91,56,27,7,34,10,40,14.85,116.8,11,101.9,155,64.7,307,-0.02,221,1.72,115,102.7,164,100.9,104,-1.98,219,0,2022
1257,32,7,39,2,8,25.15,121.1,1,95.9,49,67.3,172,-0.01,199,8.22,42,107.8,24,99.6,63,-4.58,288,21,11,32,15,154,1.47,104.1,152,102.7,173,66.1,242,0.047,77,-2.99,214,100.5,267,103.5,174,-3.84,270,0,2022
1258,33,4,37,1,5,25.96,118.6,7,92.6,21,72.2,9,0.048,75,6.45,70,105.9,70,99.5,58,-0.78,180,22,14,36,16,172,-0.28,106.3,110,106.6,253,68.9,85,0.003,165,-6.76,316,100.2,280,107.0,326,-0.23,162,0,2022
1259,21,11,32,8,52,13.61,107.1,91,93.5,31,67.3,167,0.033,111,8.91,29,107.5,32,98.6,36,0.99,130,21,13,34,9,26,17.02,108.7,74,91.7,15,65.9,246,0.014,144,11.74,6,108.0,21,96.2,5,-5.0,298,1,2022
1260,32,6,38,5,2,27.7,116.8,10,89.1,8,63.6,338,-0.012,203,5.89,75,105.5,81,99.6,62,0.18,154,27,8,35,12,51,13.67,112.4,27,98.8,99,68.9,79,-0.035,256,-0.77,159,102.0,189,102.8,147,-2.46,234,0,2022
1261,23,10,33,4,20,18.75,112.0,30,93.3,29,67.2,179,0.033,110,10.44,17,109.0,7,98.6,34,1.39,123,27,8,35,13,67,11.51,109.0,69,97.5,76,64.7,304,0.007,158,0.46,131,105.1,85,104.7,240,1.74,111,0,2022
1262,25,6,31,6,46,14.45,112.9,24,98.4,89,65.4,270,0.121,6,5.02,84,104.9,88,99.9,72,-2.32,230,19,15,34,11,27,16.61,113.9,21,97.2,74,66.7,203,-0.019,217,12.15,4,109.8,1,97.7,18,6.27,27,1,2022
1263,27,8,35,3,9,25.1,111.5,35,86.4,3,67.4,157,0.029,117,11.39,10,108.5,9,97.1,13,4.85,42,26,7,33,14,145,2.22,105.9,114,103.7,199,66.1,236,0.115,7,-7.31,326,98.7,334,106.0,292,-7.2,334,0,2022
1264,20,12,32,7,31,16.24,115.5,13,99.3,111,65.0,289,-0.017,213,9.83,20,108.3,13,98.4,30,2.31,96,25,8,33,10,29,16.52,108.6,75,92.1,18,64.7,308,0.012,149,3.12,105,104.7,98,101.6,113,3.15,79,0,2022
1265,30,8,38,2,10,24.56,117.5,9,92.9,23,62.3,347,0.06,58,11.46,9,109.1,6,97.6,15,8.65,14,22,13,35,15,141,2.64,107.0,94,104.3,213,66.7,204,0.038,101,-1.57,181,102.3,179,103.8,199,-3.75,268,0,2022
1266,27,7,34,1,4,27.04,118.0,8,91.0,13,67.4,163,0.004,163,10.96,13,107.4,36,96.5,7,-1.89,216,24,7,31,16,176,-0.49,102.1,195,102.6,167,66.8,198,0.128,5,-10.02,357,95.5,358,105.5,267,-4.18,279,0,2022
1267,29,10,39,8,16,20.13,114.4,18,94.3,35,70.2,39,0.072,46,9.9,19,109.0,8,99.1,47,3.79,61,19,13,32,9,56,13.06,109.2,64,96.2,55,70.9,25,0.021,137,9.5,23,107.3,40,97.8,20,4.04,51,0,2022
1268,26,8,34,5,17,19.53,110.1,51,90.6,12,63.6,339,0.039,96,6.89,65,106.8,54,99.9,71,3.31,72,21,14,35,12,48,14.04,107.0,95,92.9,24,67.2,175,-0.02,223,8.51,38,108.1,17,99.6,64,-6.23,319,0,2022
1269,27,8,35,4,11,24.26,115.9,12,91.7,16,65.2,277,-0.029,245,8.5,39,107.2,43,98.7,38,3.67,64,24,10,34,13,126,3.62,105.6,121,102.0,158,62.1,352,0.013,147,-5.13,270,100.7,255,105.8,280,-4.48,283,0,2022
1270,22,12,34,6,15,20.88,112.5,26,91.6,14,63.8,336,-0.043,281,10.68,15,107.7,27,97.0,12,-8.15,343,23,13,36,11,19,18.86,115.0,17,96.1,54,63.3,340,-0.062,310,7.88,50,107.4,37,99.5,59,-0.53,174,0,2022
1271,29,8,37,3,14,22.36,121.0,2,98.6,93,66.1,237,0.022,133,8.81,33,108.0,19,99.2,49,-3.54,261,19,12,31,14,147,1.98,100.7,218,98.8,98,68.8,88,0.063,53,-1.48,180,103.3,139,104.8,246,0.65,137,0,2022
1272,31,3,34,7,36,15.42,111.5,34,96.1,52,66.1,241,0.074,43,-3.09,218,101.1,227,104.2,212,4.29,47,24,10,34,10,23,17.38,110.5,44,93.1,26,68.9,82,-0.042,277,5.18,80,105.5,82,100.3,87,2.23,97,0,2022
1273,26,8,34,2,6,25.72,120.0,5,94.3,36,67.5,150,-0.043,279,8.88,30,106.5,58,97.6,14,-2.72,242,22,12,34,15,102,7.24,100.3,231,93.0,25,65.9,247,0.018,139,0.25,137,103.1,150,102.8,149,3.97,52,1,2022
1274,34,6,40,1,3,27.49,119.2,6,91.7,17,69.3,65,0.041,88,12.6,1,108.0,20,95.4,1,4.13,49,19,13,32,16,187,-1.28,97.6,274,98.9,102,68.2,113,0.022,131,-6.25,305,98.7,333,105.0,249,10.0,11,0,2022
1275,23,9,32,8,25,17.07,103.4,167,86.3,2,65.4,268,-0.003,182,5.95,74,105.5,78,99.6,60,2.56,93,23,12,35,9,50,13.78,105.9,112,92.2,19,67.2,178,0.086,28,9.11,25,107.5,34,98.4,27,-0.67,178,1,2022
1276,26,10,36,5,13,22.72,120.5,4,97.8,80,69.7,53,-0.061,309,7.31,61,107.1,45,99.8,69,-6.82,326,24,13,37,12,85,9.45,108.1,79,98.7,94,66.8,197,0.061,55,5.07,83,105.5,80,100.5,90,2.42,94,1,2022
1277,27,6,33,4,32,15.89,111.5,36,95.6,44,65.2,276,0.164,1,7.74,53,106.7,55,99.0,45,0.26,152,30,5,35,13,81,10.58,115.4,14,104.8,217,69.4,61,0.054,67,-4.16,249,102.9,158,107.1,332,3.6,66,0,2022
1278,22,12,34,6,21,18.65,107.3,89,88.7,6,68.6,101,-0.052,298,9.1,26,107.2,44,98.1,21,-1.21,191,22,13,35,11,43,14.63,103.1,171,88.5,5,66.3,226,0.049,74,11.25,11,108.1,16,96.9,11,-6.84,327,1,2022
1279,25,8,33,3,37,15.34,109.3,62,94.0,34,66.5,215,0.105,15,9.77,21,108.4,12,98.6,37,2.91,85,23,12,35,14,117,4.41,108.2,78,103.8,201,67.2,177,-0.076,329,-7.4,327,99.3,317,106.7,316,2.1,101,0,2022
1280,26,8,34,7,47,14.14,109.8,54,95.6,45,66.2,231,0.06,57,5.14,81,104.8,90,99.7,67,-4.72,292,26,11,37,10,41,14.8,113.9,19,99.1,107,67.7,134,0.088,27,8.63,35,107.5,35,98.8,42,0.38,144,1,2022
1281,28,6,34,2,12,23.2,112.7,25,89.5,9,70.1,42,-0.021,226,8.35,41,106.9,52,98.6,35,3.7,62,21,11,32,15,148,1.97,105.1,134,103.2,184,65.1,283,-0.005,189,-4.68,261,100.6,256,105.3,261,-0.23,161,0,2022
1282,28,4,32,1,1,30.95,120.7,3,89.7,10,72.5,5,-0.039,271,4.24,93,104.6,101,100.3,89,-2.88,248,22,11,33,9,24,17.23,111.2,38,94.0,33,69.9,49,-0.028,242,7.43,57,106.4,59,99.0,46,4.46,45,0,2022
1283,27,7,34,12,80,10.61,107.1,92,96.5,61,66.1,238,0.085,30,1.21,122,102.5,172,101.3,109,3.48,71,28,9,37,4,18,19.46,109.9,53,90.4,11,70.7,28,0.038,99,9.08,27,107.5,33,98.4,28,-2.78,245,1,2022
1284,24,11,35,11,38,15.25,112.4,28,97.2,69,65.6,258,0.017,141,7.81,52,107.1,48,99.3,53,2.7,90,27,10,37,3,7,25.64,110.7,42,85.0,1,66.5,218,-0.031,247,10.98,12,107.8,26,96.8,9,-8.24,347,1,2022
1285,23,13,36,7,42,14.76,111.9,31,97.1,67,67.5,147,0.052,69,10.93,14,109.4,4,98.5,32,3.91,56,32,7,39,2,8,25.15,121.1,1,95.9,49,67.3,172,-0.01,199,8.22,42,107.8,24,99.6,63,-4.58,288,1,2022
1286,33,4,37,1,5,25.96,118.6,7,92.6,21,72.2,9,0.048,75,6.45,70,105.9,70,99.5,58,-0.78,180,21,13,34,9,26,17.02,108.7,74,91.7,15,65.9,246,0.014,144,11.74,6,108.0,21,96.2,5,-5.0,298,0,2022
1287,32,6,38,5,2,27.7,116.8,10,89.1,8,63.6,338,-0.012,203,5.89,75,105.5,81,99.6,62,0.18,154,23,10,33,4,20,18.75,112.0,30,93.3,29,67.2,179,0.033,110,10.44,17,109.0,7,98.6,34,1.39,123,0,2022
1288,19,15,34,11,27,16.61,113.9,21,97.2,74,66.7,203,-0.019,217,12.15,4,109.8,1,97.7,18,6.27,27,27,8,35,3,9,25.1,111.5,35,86.4,3,67.4,157,0.029,117,11.39,10,108.5,9,97.1,13,4.85,42,0,2022
1289,20,12,32,7,31,16.24,115.5,13,99.3,111,65.0,289,-0.017,213,9.83,20,108.3,13,98.4,30,2.31,96,30,8,38,2,10,24.56,117.5,9,92.9,23,62.3,347,0.06,58,11.46,9,109.1,6,97.6,15,8.65,14,1,2022
1290,27,7,34,1,4,27.04,118.0,8,91.0,13,67.4,163,0.004,163,10.96,13,107.4,36,96.5,7,-1.89,216,29,10,39,8,16,20.13,114.4,18,94.3,35,70.2,39,0.072,46,9.9,19,109.0,8,99.1,47,3.79,61,1,2022
1291,26,8,34,5,17,19.53,110.1,51,90.6,12,63.6,339,0.039,96,6.89,65,106.8,54,99.9,71,3.31,72,27,8,35,4,11,24.26,115.9,12,91.7,16,65.2,277,-0.029,245,8.5,39,107.2,43,98.7,38,3.67,64,1,2022
1292,22,12,34,6,15,20.88,112.5,26,91.6,14,63.8,336,-0.043,281,10.68,15,107.7,27,97.0,12,-8.15,343,29,8,37,3,14,22.36,121.0,2,98.6,93,66.1,237,0.022,133,8.81,33,108.0,19,99.2,49,-3.54,261,1,2022
1293,31,3,34,7,36,15.42,111.5,34,96.1,52,66.1,241,0.074,43,-3.09,218,101.1,227,104.2,212,4.29,47,22,12,34,15,102,7.24,100.3,231,93.0,25,65.9,247,0.018,139,0.25,137,103.1,150,102.8,149,3.97,52,1,2022
1294,34,6,40,1,3,27.49,119.2,6,91.7,17,69.3,65,0.041,88,12.6,1,108.0,20,95.4,1,4.13,49,23,12,35,9,50,13.78,105.9,112,92.2,19,67.2,178,0.086,28,9.11,25,107.5,34,98.4,27,-0.67,178,0,2022
1295,24,13,37,12,85,9.45,108.1,79,98.7,94,66.8,197,0.061,55,5.07,83,105.5,80,100.5,90,2.42,94,27,6,33,4,32,15.89,111.5,36,95.6,44,65.2,276,0.164,1,7.74,53,106.7,55,99.0,45,0.26,152,1,2022
1296,22,13,35,11,43,14.63,103.1,171,88.5,5,66.3,226,0.049,74,11.25,11,108.1,16,96.9,11,-6.84,327,25,8,33,3,37,15.34,109.3,62,94.0,34,66.5,215,0.105,15,9.77,21,108.4,12,98.6,37,2.91,85,0,2022
1297,26,11,37,10,41,14.8,113.9,19,99.1,107,67.7,134,0.088,27,8.63,35,107.5,35,98.8,42,0.38,144,28,6,34,2,12,23.2,112.7,25,89.5,9,70.1,42,-0.021,226,8.35,41,106.9,52,98.6,35,3.7,62,0,2022
1298,28,4,32,1,1,30.95,120.7,3,89.7,10,72.5,5,-0.039,271,4.24,93,104.6,101,100.3,89,-2.88,248,28,9,37,4,18,19.46,109.9,53,90.4,11,70.7,28,0.038,99,9.08,27,107.5,33,98.4,28,-2.78,245,1,2022
1299,27,10,37,3,7,25.64,110.7,42,85.0,1,66.5,218,-0.031,247,10.98,12,107.8,26,96.8,9,-8.24,347,32,7,39,2,8,25.15,121.1,1,95.9,49,67.3,172,-0.01,199,8.22,42,107.8,24,99.6,63,-4.58,288,1,2022
1300,33,4,37,1,5,25.96,118.6,7,92.6,21,72.2,9,0.048,75,6.45,70,105.9,70,99.5,58,-0.78,180,32,6,38,5,2,27.7,116.8,10,89.1,8,63.6,338,-0.012,203,5.89,75,105.5,81,99.6,62,0.18,154,1,2022
1301,19,15,34,11,27,16.61,113.9,21,97.2,74,66.7,203,-0.019,217,12.15,4,109.8,1,97.7,18,6.27,27,30,8,38,2,10,24.56,117.5,9,92.9,23,62.3,347,0.06,58,11.46,9,109.1,6,97.6,15,8.65,14,1,2022
1302,29,10,39,8,16,20.13,114.4,18,94.3,35,70.2,39,0.072,46,9.9,19,109.0,8,99.1,47,3.79,61,27,8,35,4,11,24.26,115.9,12,91.7,16,65.2,277,-0.029,245,8.5,39,107.2,43,98.7,38,3.67,64,0,2022
1303,29,8,37,3,14,22.36,121.0,2,98.6,93,66.1,237,0.022,133,8.81,33,108.0,19,99.2,49,-3.54,261,22,12,34,15,102,7.24,100.3,231,93.0,25,65.9,247,0.018,139,0.25,137,103.1,150,102.8,149,3.97,52,1,2022
1304,34,6,40,1,3,27.49,119.2,6,91.7,17,69.3,65,0.041,88,12.6,1,108.0,20,95.4,1,4.13,49,27,6,33,4,32,15.89,111.5,36,95.6,44,65.2,276,0.164,1,7.74,53,106.7,55,99.0,45,0.26,152,0,2022
1305,22,13,35,11,43,14.63,103.1,171,88.5,5,66.3,226,0.049,74,11.25,11,108.1,16,96.9,11,-6.84,327,26,11,37,10,41,14.8,113.9,19,99.1,107,67.7,134,0.088,27,8.63,35,107.5,35,98.8,42,0.38,144,1,2022
1306,28,9,37,4,18,19.46,109.9,53,90.4,11,70.7,28,0.038,99,9.08,27,107.5,33,98.4,28,-2.78,245,32,7,39,2,8,25.15,121.1,1,95.9,49,67.3,172,-0.01,199,8.22,42,107.8,24,99.6,63,-4.58,288,1,2022
1307,32,6,38,5,2,27.7,116.8,10,89.1,8,63.6,338,-0.012,203,5.89,75,105.5,81,99.6,62,0.18,154,30,8,38,2,10,24.56,117.5,9,92.9,23,62.3,347,0.06,58,11.46,9,109.1,6,97.6,15,8.65,14,1,2022
